First Name,Last Name,Team Name,Team Nickname,Aggression,Bravery,Determination,Teamplayer,Leadership,Temperament,Professionalism,Mental Toughness,Goalie Stamina,Acceleration,Agility,Balance,Speed,Stamina,Strength,Fighting,Screening,Getting Open,Passing,Puck Handling,Shooting Accuracy,Shooting Range,Offensive Read,Checking,Faceoffs,Hitting,Positioning,Shot Blocking,Stickchecking,Defensive Read,G Positioning,G Passing,G Pokecheck,Blocker,Glove,Rebound,Recovery,G Puckhandling,Low Shots,G Skating,Reflexes,TPE
Justin,Kirkland,Stockton,Heat,8,14,0,0,0,0,0,1,1,13,12,13,14,13,14,7,15,13,13,13,14,6,13,13,12,12,14,7,14,14,1,1,1,1,1,1,1,1,1,1,1,728
Artyom,Zagidulin,Stockton,Heat,9,1,0,0,0,0,0,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,13,14,13,13,12,13,14,13,11,15,473
Eetu,Tuulola,Stockton,Heat,9,14,0,0,0,0,0,1,1,13,11,14,15,13,15,8,15,14,12,13,14,6,13,12,10,15,10,7,13,12,1,1,1,1,1,1,1,1,1,1,1,719
Andrew,Nielsen,Stockton,Heat,14,11,0,0,0,0,0,1,1,13,11,14,15,14,16,13,8,13,14,14,8,16,15,12,7,15,11,12,15,12,1,1,1,1,1,1,1,1,1,1,1,883
Glenn,Gawdin,Stockton,Heat,12,13,0,0,0,0,0,1,1,12,12,13,13,13,14,9,14,14,14,14,13,7,13,11,15,14,13,7,14,13,1,1,1,1,1,1,1,1,1,1,1,745
Matthew,Phillips,Stockton,Heat,5,13,0,0,0,0,0,1,1,16,14,12,14,14,10,6,9,13,14,16,14,7,14,11,12,9,14,6,10,13,1,1,1,1,1,1,1,1,1,1,1,701
Alexander,Yelesin,Stockton,Heat,9,13,0,0,0,0,0,1,1,14,13,14,14,15,14,8,7,12,13,13,6,16,12,14,6,16,14,13,14,14,1,1,1,1,1,1,1,1,1,1,1,834
Mason,Morelli,Stockton,Heat,8,14,0,0,0,0,0,1,1,13,12,14,13,13,14,7,13,13,13,13,13,5,13,11,9,9,13,9,13,12,1,1,1,1,1,1,1,1,1,1,1,581
Jamie,McGinn,Charlotte,Checkers,7,16,0,0,0,0,0,1,1,12,12,14,13,12,15,10,15,13,14,13,15,6,13,13,9,15,14,7,14,14,1,1,1,1,1,1,1,1,1,1,1,824
Brian,Gibbons,Charlotte,Checkers,8,15,0,0,0,0,0,1,1,16,15,13,15,13,12,6,11,12,14,15,15,8,12,14,10,12,14,8,12,15,1,1,1,1,1,1,1,1,1,1,1,824
Kerby,Rychel,Charlotte,Checkers,10,14,0,0,0,0,0,1,1,13,12,15,14,13,15,11,15,14,13,13,14,7,13,14,9,16,14,7,12,12,1,1,1,1,1,1,1,1,1,1,1,824
Colin,Markison,Charlotte,Checkers,7,11,0,0,0,0,0,1,1,13,14,12,13,11,12,6,12,12,12,13,12,6,11,13,13,12,15,8,14,14,1,1,1,1,1,1,1,1,1,1,1,587
David,Gust,Charlotte,Checkers,8,11,0,0,0,0,0,1,1,14,14,14,14,13,12,6,12,14,14,14,14,6,15,12,10,10,14,7,13,14,1,1,1,1,1,1,1,1,1,1,1,714
Terry,Broadhurst,Charlotte,Checkers,8,12,0,0,0,0,0,1,1,15,14,13,14,12,10,6,11,13,13,15,15,6,15,12,11,10,14,8,15,13,1,1,1,1,1,1,1,1,1,1,1,715
Cedric,Lacroix,Charlotte,Checkers,12,15,0,0,0,0,0,1,1,11,11,12,12,11,12,9,12,9,11,11,10,5,10,14,9,15,14,7,12,12,1,1,1,1,1,1,1,1,1,1,1,508
Derek,Sheppard,Charlotte,Checkers,15,13,0,0,0,0,0,1,1,12,11,13,13,13,13,11,12,12,13,14,12,7,14,12,9,11,13,8,12,11,1,1,1,1,1,1,1,1,1,1,1,600
Fredrik,Claesson,Charlotte,Checkers,6,13,0,0,0,0,0,1,1,14,13,15,13,14,15,8,8,11,12,13,5,14,12,15,6,16,16,14,14,15,1,1,1,1,1,1,1,1,1,1,1,859
Anton,Forsberg,Charlotte,Checkers,7,1,0,0,0,0,0,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,14,14,13,15,13,14,14,14,14,553
Max,McCormick,Charlotte,Checkers,13,16,0,0,0,0,0,1,1,13,13,14,13,11,14,15,14,15,12,12,15,6,11,15,12,17,14,8,13,14,1,1,1,1,1,1,1,1,1,1,1,951
Clark,Bishop,Charlotte,Checkers,8,14,0,0,0,0,0,1,1,15,13,13,16,13,13,6,14,13,13,13,13,6,13,14,13,16,13,7,14,14,1,1,1,1,1,1,1,1,1,1,1,831
Spencer,Smallman,Charlotte,Checkers,8,13,0,0,0,0,0,1,1,12,13,15,14,13,14,8,13,13,15,14,14,5,14,13,9,13,10,7,13,13,1,1,1,1,1,1,1,1,1,1,1,698
Roland,McKeown,Charlotte,Checkers,8,14,0,0,0,0,0,1,1,14,14,14,15,15,13,8,7,13,14,14,7,15,12,13,7,13,13,13,13,14,1,1,1,1,1,1,1,1,1,1,1,777
Alex,Nedeljkovic,Charlotte,Checkers,8,1,0,0,0,0,0,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,14,14,12,10,14,14,14,13,15,586
Oliwer,Kaski,Charlotte,Checkers,5,11,0,0,0,0,0,1,1,14,13,15,14,15,14,6,8,15,14,15,9,16,15,13,6,10,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,784
Julien,Gauthier,Charlotte,Checkers,8,14,0,0,0,0,0,1,1,14,12,15,16,13,16,7,15,15,12,14,15,7,13,13,7,14,11,6,13,11,1,1,1,1,1,1,1,1,1,1,1,829
Jacob,Pritchard,Charlotte,Checkers,7,15,0,0,0,0,0,1,1,14,13,13,14,14,14,6,13,12,13,13,14,6,13,14,11,12,13,8,13,13,1,1,1,1,1,1,1,1,1,1,1,704
Gustav,Forsling,Charlotte,Checkers,8,12,0,0,0,0,0,1,1,15,14,14,14,15,13,6,8,13,14,15,8,15,14,13,8,12,13,13,14,14,1,1,1,1,1,1,1,1,1,1,1,802
Cavan,Fitzgerald,Charlotte,Checkers,8,12,0,0,0,0,0,1,1,15,14,13,15,13,13,8,7,14,14,14,7,16,12,12,6,12,14,11,14,14,1,1,1,1,1,1,1,1,1,1,1,761
Steven,Lorentz,Charlotte,Checkers,9,12,0,0,0,0,0,1,1,13,12,14,14,12,15,7,15,12,13,13,13,5,12,12,13,13,12,7,13,13,1,1,1,1,1,1,1,1,1,1,1,652
Janne,Kuokkanen,Charlotte,Checkers,6,11,0,0,0,0,0,1,1,15,14,14,15,14,13,6,13,13,16,15,14,7,14,11,13,12,13,6,12,13,1,1,1,1,1,1,1,1,1,1,1,785
Stelio,Mattheos,Charlotte,Checkers,9,15,0,0,0,0,0,1,1,15,14,11,15,12,13,7,14,13,13,14,15,5,12,11,13,14,10,7,11,11,1,1,1,1,1,1,1,1,1,1,1,697
Jake,Bean,Charlotte,Checkers,7,12,0,0,0,0,0,1,1,16,14,12,15,13,12,7,7,14,15,15,8,16,14,12,7,11,13,13,12,13,1,1,1,1,1,1,1,1,1,1,1,777
Morgan,Geekie,Charlotte,Checkers,7,13,0,0,0,0,0,1,1,14,13,12,14,13,12,6,14,14,14,15,15,6,14,11,13,10,13,6,13,12,1,1,1,1,1,1,1,1,1,1,1,702
Eetu,Luostarinen,Charlotte,Checkers,9,15,0,0,0,0,0,1,1,14,12,13,14,14,12,8,14,13,13,14,14,6,12,13,13,14,14,7,14,13,1,1,1,1,1,1,1,1,1,1,1,762
Chase,Priskie,Charlotte,Checkers,7,12,0,0,0,0,0,1,1,13,14,12,13,14,12,6,6,12,15,15,8,16,14,11,6,11,13,13,13,12,1,1,1,1,1,1,1,1,1,1,1,673
Ben,Youds,Rockford,IceHogs,11,13,0,0,0,0,0,1,1,14,15,13,14,12,12,7,7,12,15,16,9,16,15,12,7,12,13,13,15,13,1,1,1,1,1,1,1,1,1,1,1,824
Joseph,Cramarossa,Rockford,IceHogs,12,14,0,0,0,0,0,1,1,14,14,14,15,12,13,14,14,12,12,13,13,5,12,15,13,16,14,7,14,14,1,1,1,1,1,1,1,1,1,1,1,884
Nick,Moutrey,Rockford,IceHogs,11,12,0,0,0,0,0,1,1,12,12,15,13,12,15,8,15,12,12,13,13,7,11,14,14,13,11,7,13,13,1,1,1,1,1,1,1,1,1,1,1,672
Tyler,Sikura,Rockford,IceHogs,7,11,0,0,0,0,0,1,1,13,15,11,14,12,13,6,14,13,13,13,13,6,12,14,14,12,15,8,13,14,1,1,1,1,1,1,1,1,1,1,1,695
Ian,McCoshen,Rockford,IceHogs,9,15,0,0,0,0,0,1,1,13,13,14,15,13,15,8,8,10,11,13,9,14,12,15,8,16,14,14,14,15,1,1,1,1,1,1,1,1,1,1,1,835
Dylan,McLaughlin,Rockford,IceHogs,6,12,0,0,0,0,0,1,1,15,16,13,13,14,10,5,10,13,16,16,13,4,16,13,15,9,13,7,13,12,1,1,1,1,1,1,1,1,1,1,1,822
Dylan,Sikura,Rockford,IceHogs,3,13,0,0,0,0,0,1,1,15,15,13,15,13,10,7,12,15,14,15,15,8,14,13,9,13,14,7,13,14,1,1,1,1,1,1,1,1,1,1,1,801
Peter,Quenneville,Rockford,IceHogs,9,12,0,0,0,0,0,1,1,14,14,13,14,14,12,7,13,13,13,14,15,6,14,12,13,10,11,7,13,12,1,1,1,1,1,1,1,1,1,1,1,670
Matt,Tomkins,Rockford,IceHogs,9,1,0,0,0,0,0,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,12,13,14,13,14,13,12,14,14,13,496
Adam,Boqvist,Rockford,IceHogs,6,14,0,0,0,0,0,1,1,18,16,14,16,15,10,6,8,15,16,17,7,17,15,11,8,10,14,11,13,13,1,1,1,1,1,1,1,1,1,1,1,1094
Anton,Wedin,Rockford,IceHogs,6,14,0,0,0,0,0,1,1,14,13,14,14,13,13,6,13,14,14,15,15,7,15,12,11,12,13,6,12,13,1,1,1,1,1,1,1,1,1,1,1,753
Kevin,Lankinen,Rockford,IceHogs,7,1,0,0,0,0,0,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,11,12,12,13,14,12,12,13,13,15,422
Jacob,Nilsson,Rockford,IceHogs,8,14,0,0,0,0,0,1,1,14,15,13,14,14,11,8,11,13,14,13,14,6,13,14,14,13,14,8,13,14,1,1,1,1,1,1,1,1,1,1,1,769
Mathew,Thompson,Rockford,IceHogs,6,9,0,0,0,0,0,1,1,11,11,10,11,11,9,1,2,8,13,12,6,13,13,9,4,6,12,10,12,10,1,1,1,1,1,1,1,1,1,1,1,290
John,Quenneville,Rockford,IceHogs,7,13,0,0,0,0,0,1,1,14,15,13,15,13,13,7,13,14,14,15,15,6,15,12,9,15,10,7,12,13,1,1,1,1,1,1,1,1,1,1,1,777
Matthew,Highmore,Rockford,IceHogs,7,11,0,0,0,0,0,1,1,15,15,11,16,12,13,7,13,14,14,14,15,8,14,14,12,13,14,7,12,13,1,1,1,1,1,1,1,1,1,1,1,797
Joni,Tuulola,Rockford,IceHogs,6,14,0,0,0,0,0,1,1,15,12,14,14,14,13,6,8,12,14,15,7,15,14,12,7,11,13,11,14,13,1,1,1,1,1,1,1,1,1,1,1,725
Liam,Coughlin,Rockford,IceHogs,11,13,0,0,0,0,0,1,1,13,12,14,13,12,13,8,14,12,14,14,12,6,14,14,13,13,12,8,14,11,1,1,1,1,1,1,1,1,1,1,1,682
Alexandre,Fortin,Rockford,IceHogs,6,13,0,0,0,0,0,1,1,15,14,13,15,12,13,6,13,14,14,14,15,7,12,13,11,13,14,7,14,15,1,1,1,1,1,1,1,1,1,1,1,792
Gabriel,Gagné,Rockford,IceHogs,7,12,0,0,0,0,0,1,1,13,12,15,14,12,14,7,15,14,12,13,14,6,13,14,11,14,14,7,15,13,1,1,1,1,1,1,1,1,1,1,1,762
Chad,Krys,Rockford,IceHogs,6,11,0,0,0,0,0,1,1,14,14,12,15,14,12,7,7,12,13,14,7,16,13,12,7,12,14,12,13,14,1,1,1,1,1,1,1,1,1,1,1,696
Collin,Delia,Rockford,IceHogs,8,1,0,0,0,0,0,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,12,13,12,14,13,14,13,14,15,15,539
Lucas,Carlsson,Rockford,IceHogs,7,13,0,0,0,0,0,1,1,14,12,13,13,13,13,6,7,13,14,14,8,15,13,13,7,14,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,661
Dmitri,Osipov,Rockford,IceHogs,12,13,0,0,0,0,0,1,1,11,11,13,10,11,14,8,8,7,13,12,7,14,10,13,5,12,14,13,12,11,1,1,1,1,1,1,1,1,1,1,1,495
Tim,Söderlund,Rockford,IceHogs,8,13,0,0,0,0,0,1,1,14,15,13,14,14,10,7,10,14,12,15,14,7,14,12,13,10,15,6,11,12,1,1,1,1,1,1,1,1,1,1,1,694
Jack,Ramsey,Rockford,IceHogs,7,10,0,0,0,0,0,1,1,13,12,14,13,12,13,4,12,11,13,13,12,5,11,13,11,12,14,8,14,14,1,1,1,1,1,1,1,1,1,1,1,565
MacKenzie,Entwistle,Rockford,IceHogs,8,14,0,0,0,0,0,1,1,14,12,13,13,13,12,6,13,14,12,13,14,7,13,13,13,12,13,7,13,13,1,1,1,1,1,1,1,1,1,1,1,645
Dennis,Gilbert,Rockford,IceHogs,10,14,0,0,0,0,0,1,1,14,13,13,13,14,14,7,8,12,13,14,7,15,12,14,6,14,15,14,15,14,1,1,1,1,1,1,1,1,1,1,1,805
Reese,Johnson,Rockford,IceHogs,9,14,0,0,0,0,0,1,1,13,14,15,13,14,14,8,13,12,12,13,14,6,13,12,10,13,13,7,14,13,1,1,1,1,1,1,1,1,1,1,1,696
Nicolas,Beaudin,Rockford,IceHogs,9,11,0,0,0,0,0,1,1,15,14,11,13,13,10,7,6,12,15,15,7,15,14,11,6,12,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,621
Philipp,Kurashev,Rockford,IceHogs,7,12,0,0,0,0,0,1,1,14,13,13,14,12,13,6,14,14,14,13,15,6,14,11,12,10,11,6,11,12,1,1,1,1,1,1,1,1,1,1,1,632
Brandon,Hagel,Rockford,IceHogs,8,13,0,0,0,0,0,1,1,13,15,11,14,12,12,8,13,14,15,15,15,7,14,12,9,12,13,6,12,13,1,1,1,1,1,1,1,1,1,1,1,702
Mikael,Hakkarainen,Rockford,IceHogs,6,14,0,0,0,0,0,1,1,15,14,12,15,12,13,6,13,13,13,14,15,5,13,13,13,11,12,8,13,13,1,1,1,1,1,1,1,1,1,1,1,709
Zac,Dalpe,Cleveland,Monsters,6,14,0,0,0,0,0,1,1,15,13,15,15,13,14,9,14,13,13,13,15,6,12,14,8,13,13,8,12,12,1,1,1,1,1,1,1,1,1,1,1,748
Brett,Gallant,Cleveland,Monsters,19,16,0,0,0,0,0,1,1,9,11,14,10,11,14,14,14,9,9,10,9,5,10,14,10,15,13,7,13,12,1,1,1,1,1,1,1,1,1,1,1,766
Brad,Thiessen,Cleveland,Monsters,7,1,0,0,0,0,0,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,13,13,13,14,13,12,13,13,13,393
Adam,Clendening,Cleveland,Monsters,8,13,0,0,0,0,0,1,1,14,14,13,14,14,14,9,7,12,14,15,7,15,14,13,8,12,14,13,14,14,1,1,1,1,1,1,1,1,1,1,1,788
Stefan,Matteau,Cleveland,Monsters,8,14,0,0,0,0,0,1,1,12,11,14,14,13,16,10,15,12,12,12,13,6,12,16,10,16,14,7,14,14,1,1,1,1,1,1,1,1,1,1,1,834
Bryan,Moore,Cleveland,Monsters,9,11,0,0,0,0,0,1,1,9,7,9,11,14,13,10,13,12,12,13,13,6,12,12,10,11,14,8,13,12,1,1,1,1,1,1,1,1,1,1,1,469
Matiss,Kivlenieks,Cleveland,Monsters,8,1,0,0,0,0,0,13,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,12,12,14,15,15,11,14,14,14,515
Justin,Wade,Cleveland,Monsters,13,14,0,0,0,0,0,1,1,13,11,13,12,14,13,10,6,10,11,12,7,14,11,13,6,14,13,13,13,12,1,1,1,1,1,1,1,1,1,1,1,590
Dillon,Simpson,Cleveland,Monsters,6,13,0,0,0,0,0,1,1,15,14,14,14,14,13,8,8,11,13,13,6,15,13,13,6,12,13,14,15,14,1,1,1,1,1,1,1,1,1,1,1,743
Justin,Scott,Cleveland,Monsters,10,13,0,0,0,0,0,1,1,13,13,14,14,12,15,8,14,14,13,15,14,7,15,12,12,14,12,6,14,11,1,1,1,1,1,1,1,1,1,1,1,773
Trey,Fix-Wolansky,Cleveland,Monsters,8,13,0,0,0,0,0,1,1,14,14,14,13,12,12,6,10,15,15,15,15,6,13,11,10,12,12,6,10,12,1,1,1,1,1,1,1,1,1,1,1,661
Marko,Dano,Cleveland,Monsters,13,13,0,0,0,0,0,1,1,15,14,13,13,13,14,11,12,14,13,14,15,6,13,15,8,16,15,8,13,15,1,1,1,1,1,1,1,1,1,1,1,890
Markus,Hännikäinen,Cleveland,Monsters,5,12,0,0,0,0,0,1,1,14,12,15,14,11,14,6,14,15,13,13,15,6,12,14,11,16,14,7,14,15,1,1,1,1,1,1,1,1,1,1,1,836
Jakob,Lilja,Cleveland,Monsters,7,15,0,0,0,0,0,1,1,15,14,14,14,15,13,6,13,13,14,13,14,6,12,14,10,13,15,8,14,14,1,1,1,1,1,1,1,1,1,1,1,827
Anton,Karlsson,Cleveland,Monsters,12,13,0,0,0,0,0,1,1,12,11,13,12,13,13,7,7,11,11,10,9,15,10,14,7,13,14,15,14,14,1,1,1,1,1,1,1,1,1,1,1,626
Paul,Bittner,Cleveland,Monsters,7,15,0,0,0,0,0,1,1,11,12,15,13,12,16,8,15,13,13,12,14,5,14,14,10,15,13,7,14,12,1,1,1,1,1,1,1,1,1,1,1,782
Veini,Vehviläinen,Cleveland,Monsters,11,1,0,0,0,0,0,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,13,14,14,13,15,14,12,13,13,14,614
Doyle,Somerby,Cleveland,Monsters,8,14,0,0,0,0,0,1,1,12,11,16,13,14,16,8,10,12,13,12,7,14,12,13,7,13,14,12,16,13,1,1,1,1,1,1,1,1,1,1,1,768
Ryan,MacInnis,Cleveland,Monsters,8,13,0,0,0,0,0,1,1,13,14,13,15,12,14,7,14,12,14,14,12,6,12,13,12,13,15,8,14,14,1,1,1,1,1,1,1,1,1,1,1,744
Sam,Vigneault,Cleveland,Monsters,8,13,0,0,0,0,0,1,1,12,12,14,14,12,15,8,15,12,13,14,13,6,13,12,13,14,12,7,15,12,1,1,1,1,1,1,1,1,1,1,1,713
Ryan,Collins,Cleveland,Monsters,8,14,0,0,0,0,0,1,1,12,12,15,13,14,16,8,9,11,13,13,6,14,11,14,7,15,14,13,15,13,1,1,1,1,1,1,1,1,1,1,1,765
Maxime,Fortier,Cleveland,Monsters,6,11,0,0,0,0,0,1,1,14,14,13,15,13,11,6,12,14,15,15,15,7,14,12,9,10,12,6,10,12,1,1,1,1,1,1,1,1,1,1,1,661
Steve,Johnson,Cleveland,Monsters,7,10,0,0,0,0,0,1,1,13,12,13,13,13,13,6,7,12,13,13,9,15,13,13,8,12,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,576
Gabriel,Carlsson,Cleveland,Monsters,6,15,0,0,0,0,0,1,1,12,12,16,14,14,15,7,9,11,13,14,6,15,12,13,6,14,14,12,15,14,1,1,1,1,1,1,1,1,1,1,1,804
Kevin,Stenlund,Cleveland,Monsters,7,14,0,0,0,0,0,1,1,11,11,14,13,13,15,8,15,13,13,13,15,6,13,14,13,15,14,7,14,13,1,1,1,1,1,1,1,1,1,1,1,780
Mike,Prapavessis,Cleveland,Monsters,7,10,0,0,0,0,0,1,1,13,14,14,13,13,13,6,7,11,14,14,6,15,13,13,7,10,13,13,13,14,1,1,1,1,1,1,1,1,1,1,1,631
Kole,Sherwood,Cleveland,Monsters,13,13,0,0,0,0,0,1,1,15,13,13,14,13,14,7,14,14,13,14,15,6,13,14,8,17,14,8,14,14,1,1,1,1,1,1,1,1,1,1,1,894
Andrew,Peeke,Cleveland,Monsters,7,12,0,0,0,0,0,1,1,14,14,14,14,14,14,7,8,12,13,13,6,15,13,12,7,11,13,15,15,14,1,1,1,1,1,1,1,1,1,1,1,742
Calvin,Thürkauf,Cleveland,Monsters,8,14,0,0,0,0,0,1,1,13,12,14,14,13,14,7,14,12,13,14,13,6,13,13,13,12,11,6,13,13,1,1,1,1,1,1,1,1,1,1,1,666
Derek,Barach,Cleveland,Monsters,10,12,0,0,0,0,0,1,1,12,14,11,13,13,12,7,13,13,14,14,14,5,14,9,13,10,12,6,12,10,1,1,1,1,1,1,1,1,1,1,1,573
Andy,Miele,Tucson,Roadrunners,8,12,0,0,0,0,0,1,1,14,16,13,13,13,11,7,12,13,15,15,15,6,15,12,14,12,12,7,13,13,1,1,1,1,1,1,1,1,1,1,1,766
Aaron,Ness,Tucson,Roadrunners,8,14,0,0,0,0,0,1,1,15,14,12,14,14,12,7,7,11,15,13,7,15,13,13,6,13,15,14,13,14,1,1,1,1,1,1,1,1,1,1,1,765
Jon,Martin,Tucson,Roadrunners,10,15,0,0,0,0,0,1,1,12,11,14,13,14,15,8,15,13,12,13,13,6,13,13,13,14,14,8,14,12,1,1,1,1,1,1,1,1,1,1,1,753
Michael,Chaput,Tucson,Roadrunners,9,14,0,0,0,0,0,1,1,14,13,13,14,12,15,8,13,12,14,13,13,7,12,14,15,16,14,8,13,13,1,1,1,1,1,1,1,1,1,1,1,805
Jérémy,Grégoire,Tucson,Roadrunners,14,13,0,0,0,0,0,1,1,14,13,13,14,11,13,16,14,13,12,13,13,6,11,13,14,12,12,7,12,13,1,1,1,1,1,1,1,1,1,1,1,741
Ivan,Prosvetov,Tucson,Roadrunners,8,1,0,0,0,0,0,13,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,13,12,13,14,12,10,13,13,13,405
Tyler,Parks,Tucson,Roadrunners,7,1,0,0,0,0,0,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,10,12,12,13,12,12,11,13,12,13,317
Hudson,Fasching,Tucson,Roadrunners,7,14,0,0,0,0,0,1,1,14,13,15,15,12,15,6,15,13,13,12,14,6,12,13,10,15,14,7,14,13,1,1,1,1,1,1,1,1,1,1,1,794
Jordan,Gross,Tucson,Roadrunners,8,14,0,0,0,0,0,1,1,15,14,13,15,15,13,7,7,13,15,15,7,16,14,12,6,12,13,12,12,12,1,1,1,1,1,1,1,1,1,1,1,797
Beau,Bennett,Tucson,Roadrunners,6,11,0,0,0,0,0,1,1,15,14,15,15,12,14,6,12,13,14,15,14,7,15,13,10,12,12,6,13,13,1,1,1,1,1,1,1,1,1,1,1,754
Ilya,Lyubushkin,Tucson,Roadrunners,7,15,0,0,0,0,0,1,1,12,13,16,14,13,16,9,8,10,13,13,5,15,11,15,7,19,14,16,15,13,1,1,1,1,1,1,1,1,1,1,1,1020
Matt,Berry,Tucson,Roadrunners,11,12,0,0,0,0,0,1,1,12,12,12,13,13,10,9,12,14,14,14,14,6,14,11,12,12,12,8,13,11,1,1,1,1,1,1,1,1,1,1,1,593
Robbie,Russo,Tucson,Roadrunners,8,14,0,0,0,0,0,1,1,14,15,15,14,14,14,8,7,12,15,15,8,16,14,11,6,14,13,12,13,13,1,1,1,1,1,1,1,1,1,1,1,839
Dysin,Mayo,Tucson,Roadrunners,9,13,0,0,0,0,0,1,1,14,15,14,15,12,14,8,7,11,13,14,7,14,12,14,7,14,13,13,14,14,1,1,1,1,1,1,1,1,1,1,1,755
Michael,Bunting,Tucson,Roadrunners,9,13,0,0,0,0,0,1,1,14,14,13,14,13,13,8,12,14,14,14,15,7,14,13,11,13,12,7,13,14,1,1,1,1,1,1,1,1,1,1,1,740
Kyle,Capobianco,Tucson,Roadrunners,10,14,0,0,0,0,0,1,1,15,15,12,15,14,13,7,7,12,15,16,9,16,14,11,6,11,14,12,11,13,1,1,1,1,1,1,1,1,1,1,1,816
Blake,Speers,Tucson,Roadrunners,7,11,0,0,0,0,0,1,1,14,14,13,14,12,13,5,12,13,13,14,13,4,13,13,14,12,14,8,12,14,1,1,1,1,1,1,1,1,1,1,1,671
Vili,Saarijärvi,Tucson,Roadrunners,6,13,0,0,0,0,0,1,1,16,16,12,15,14,10,6,6,13,14,15,6,17,14,12,6,10,13,12,13,12,1,1,1,1,1,1,1,1,1,1,1,802
Adin,Hill,Tucson,Roadrunners,8,1,0,0,0,0,0,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,16,14,13,15,14,12,13,13,14,572
Kelly,Klíma,Tucson,Roadrunners,12,13,0,0,0,0,0,1,1,13,13,11,11,11,12,9,13,13,12,11,15,7,14,14,7,13,11,8,12,10,1,1,1,1,1,1,1,1,1,1,1,549
Kevin,Hancock,Tucson,Roadrunners,8,11,0,0,0,0,0,1,1,13,12,13,13,13,12,5,13,14,15,15,14,5,15,12,11,9,12,6,12,12,1,1,1,1,1,1,1,1,1,1,1,627
Matteo,Gennaro,Tucson,Roadrunners,11,15,0,0,0,0,0,1,1,13,12,13,13,13,14,9,14,13,13,14,13,5,14,13,14,12,12,7,12,12,1,1,1,1,1,1,1,1,1,1,1,697
Brayden,Burke,Tucson,Roadrunners,8,14,0,0,0,0,0,1,1,15,16,13,14,13,12,6,11,15,15,16,15,6,15,12,13,11,13,6,11,13,1,1,1,1,1,1,1,1,1,1,1,841
Lane,Pederson,Tucson,Roadrunners,7,10,0,0,0,0,0,1,1,14,14,12,14,12,13,8,13,14,14,15,15,7,15,11,14,11,12,7,12,12,1,1,1,1,1,1,1,1,1,1,1,705
Tyler,Steenbergen,Tucson,Roadrunners,7,13,0,0,0,0,0,1,1,14,14,12,14,13,12,6,12,15,14,15,15,7,14,12,11,10,12,6,12,13,1,1,1,1,1,1,1,1,1,1,1,694
Cam,Dineen,Tucson,Roadrunners,6,13,0,0,0,0,0,1,1,15,14,14,13,15,12,6,6,14,15,15,8,16,14,12,6,10,12,12,10,12,1,1,1,1,1,1,1,1,1,1,1,737
Travis,Morin,Texas,Stars,9,12,0,0,0,0,0,1,1,15,13,14,14,12,13,8,14,14,16,15,13,7,15,12,13,11,11,7,13,13,1,1,1,1,1,1,1,1,1,1,1,771
Dillon,Heatherington,Texas,Stars,10,14,0,0,0,0,0,1,1,13,13,16,13,14,16,8,9,11,13,13,6,14,12,14,7,15,14,13,15,14,1,1,1,1,1,1,1,1,1,1,1,836
Gavin,Bayreuther,Texas,Stars,7,13,0,0,0,0,0,1,1,15,15,13,14,14,14,6,7,13,14,15,8,16,14,12,6,12,14,12,13,14,1,1,1,1,1,1,1,1,1,1,1,812
Joel,L'Esperance,Texas,Stars,8,15,0,0,0,0,0,1,1,12,12,15,12,13,15,12,15,13,12,13,15,7,13,14,13,15,13,7,14,14,1,1,1,1,1,1,1,1,1,1,1,833
Joel,Hanley,Texas,Stars,7,13,0,0,0,0,0,1,1,15,14,13,14,14,13,7,7,12,14,15,8,15,14,15,6,12,14,13,13,15,1,1,1,1,1,1,1,1,1,1,1,811
Anthony,Louis,Texas,Stars,7,14,0,0,0,0,0,1,1,16,15,13,15,13,10,6,10,14,14,15,14,7,14,12,13,11,14,6,10,13,1,1,1,1,1,1,1,1,1,1,1,762
