{'first_name': 'Cameron', 'last_name': 'Gaunce', 'Team Name': 'Syracuse', 'Team Nickname': 'Crunch', 'Aggression': 12, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 15, 'Speed': 14, 'Stamina': 14, 'Strength': 15, 'Fighting': 9, 'Screening': 8, 'Getting Open': 12, 'Passing': 14, 'Puck Handling': 13, 'Shooting Accuracy': 8, 'Shooting Range': 13, 'Offensive Read': 12, 'Checking': 15, 'Faceoffs': 6, 'Hitting': 15, 'Positioning': 12, 'Shot Blocking': 13, 'Stickchecking': 15, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 816}
{'first_name': 'Ryan', 'last_name': 'White', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 16, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 13, 'Balance': 14, 'Speed': 12, 'Stamina': 12, 'Strength': 13, 'Fighting': 14, 'Screening': 14, 'Getting Open': 12, 'Passing': 12, 'Puck Handling': 14, 'Shooting Accuracy': 13, 'Shooting Range': 6, 'Offensive Read': 12, 'Checking': 15, 'Faceoffs': 15, 'Hitting': 17, 'Positioning': 15, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 972}
{'first_name': 'Seth', 'last_name': 'Griffith', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 7, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 12, 'Balance': 12, 'Speed': 13, 'Stamina': 15, 'Strength': 12, 'Fighting': 6, 'Screening': 11, 'Getting Open': 14, 'Passing': 16, 'Puck Handling': 15, 'Shooting Accuracy': 15, 'Shooting Range': 7, 'Offensive Read': 15, 'Checking': 13, 'Faceoffs': 11, 'Hitting': 11, 'Positioning': 13, 'Shot Blocking': 7, 'Stickchecking': 11, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 747}
{'first_name': 'Brent', 'last_name': 'Pedersen', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 10, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 10, 'Balance': 13, 'Speed': 12, 'Stamina': 14, 'Strength': 14, 'Fighting': 8, 'Screening': 14, 'Getting Open': 12, 'Passing': 12, 'Puck Handling': 12, 'Shooting Accuracy': 13, 'Shooting Range': 5, 'Offensive Read': 12, 'Checking': 12, 'Faceoffs': 9, 'Hitting': 12, 'Positioning': 13, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 558}
{'first_name': 'Eric', 'last_name': 'Comrie', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 9, 'Bravery': 1, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 14, 'Goalie Stamina': 15, 'Acceleration': 1, 'Agility': 1, 'Balance': 1, 'Speed': 1, 'Stamina': 1, 'Strength': 1, 'Fighting': 1, 'Screening': 1, 'Getting Open': 1, 'Passing': 1, 'Puck Handling': 1, 'Shooting Accuracy': 1, 'Shooting Range': 1, 'Offensive Read': 1, 'Checking': 1, 'Faceoffs': 1, 'Hitting': 1, 'Positioning': 1, 'Shot Blocking': 1, 'Stickchecking': 1, 'Defensive Read': 1, 'G Positioning': 13, 'G Passing': 13, 'G Pokecheck': 13, 'Blocker': 13, 'Glove': 14, 'Rebound': 14, 'Recovery': 14, 'G Puckhandling': 13, 'Low Shots': 14, 'G Skating': 15, 'Reflexes': 15, 'TPE': 587}
{'first_name': 'J.C.', 'last_name': 'Lipon', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 14, 'Bravery': 16, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 14, 'Speed': 14, 'Stamina': 12, 'Strength': 14, 'Fighting': 14, 'Screening': 15, 'Getting Open': 15, 'Passing': 13, 'Puck Handling': 14, 'Shooting Accuracy': 14, 'Shooting Range': 7, 'Offensive Read': 14, 'Checking': 14, 'Faceoffs': 10, 'Hitting': 16, 'Positioning': 12, 'Shot Blocking': 7, 'Stickchecking': 13, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 928}
{'first_name': 'Charles-David', 'last_name': 'Beaudoin', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 16, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 10, 'Balance': 13, 'Speed': 12, 'Stamina': 14, 'Strength': 14, 'Fighting': 10, 'Screening': 4, 'Getting Open': 6, 'Passing': 11, 'Puck Handling': 12, 'Shooting Accuracy': 6, 'Shooting Range': 12, 'Offensive Read': 9, 'Checking': 12, 'Faceoffs': 8, 'Hitting': 13, 'Positioning': 11, 'Shot Blocking': 12, 'Stickchecking': 12, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 534}
{'first_name': 'Jimmy', 'last_name': 'Oligny', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 14, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 12, 'Balance': 15, 'Speed': 11, 'Stamina': 14, 'Strength': 16, 'Fighting': 14, 'Screening': 7, 'Getting Open': 11, 'Passing': 13, 'Puck Handling': 12, 'Shooting Accuracy': 6, 'Shooting Range': 14, 'Offensive Read': 12, 'Checking': 15, 'Faceoffs': 6, 'Hitting': 16, 'Positioning': 13, 'Shot Blocking': 14, 'Stickchecking': 13, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 825}
{'first_name': 'Émile', 'last_name': 'Poirier', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 9, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 13, 'Balance': 14, 'Speed': 15, 'Stamina': 12, 'Strength': 13, 'Fighting': 9, 'Screening': 13, 'Getting Open': 13, 'Passing': 13, 'Puck Handling': 13, 'Shooting Accuracy': 13, 'Shooting Range': 5, 'Offensive Read': 12, 'Checking': 14, 'Faceoffs': 10, 'Hitting': 14, 'Positioning': 13, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 705}
{'first_name': 'Bobby', 'last_name': 'Lynch', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 7, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 13, 'Balance': 13, 'Speed': 13, 'Stamina': 12, 'Strength': 13, 'Fighting': 4, 'Screening': 14, 'Getting Open': 14, 'Passing': 13, 'Puck Handling': 14, 'Shooting Accuracy': 13, 'Shooting Range': 5, 'Offensive Read': 14, 'Checking': 11, 'Faceoffs': 10, 'Hitting': 10, 'Positioning': 11, 'Shot Blocking': 5, 'Stickchecking': 12, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 579}
{'first_name': 'Peter', 'last_name': 'Stoykewych', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 9, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 11, 'Balance': 14, 'Speed': 13, 'Stamina': 12, 'Strength': 14, 'Fighting': 8, 'Screening': 8, 'Getting Open': 9, 'Passing': 12, 'Puck Handling': 13, 'Shooting Accuracy': 7, 'Shooting Range': 14, 'Offensive Read': 10, 'Checking': 14, 'Faceoffs': 7, 'Hitting': 12, 'Positioning': 14, 'Shot Blocking': 13, 'Stickchecking': 14, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 589}
{'first_name': 'Derek', 'last_name': 'Hulak', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 6, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 14, 'Balance': 13, 'Speed': 13, 'Stamina': 13, 'Strength': 13, 'Fighting': 6, 'Screening': 13, 'Getting Open': 13, 'Passing': 13, 'Puck Handling': 14, 'Shooting Accuracy': 13, 'Shooting Range': 6, 'Offensive Read': 14, 'Checking': 14, 'Faceoffs': 7, 'Hitting': 11, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 664}
{'first_name': 'Cameron', 'last_name': 'Schilling', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 8, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 12, 'Balance': 14, 'Speed': 12, 'Stamina': 14, 'Strength': 15, 'Fighting': 8, 'Screening': 8, 'Getting Open': 14, 'Passing': 15, 'Puck Handling': 14, 'Shooting Accuracy': 7, 'Shooting Range': 17, 'Offensive Read': 14, 'Checking': 14, 'Faceoffs': 7, 'Hitting': 14, 'Positioning': 14, 'Shot Blocking': 14, 'Stickchecking': 14, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 881}
{'first_name': 'Nelson', 'last_name': 'Nogier', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 8, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 15, 'Speed': 14, 'Stamina': 15, 'Strength': 15, 'Fighting': 8, 'Screening': 8, 'Getting Open': 10, 'Passing': 12, 'Puck Handling': 11, 'Shooting Accuracy': 6, 'Shooting Range': 14, 'Offensive Read': 12, 'Checking': 15, 'Faceoffs': 6, 'Hitting': 16, 'Positioning': 13, 'Shot Blocking': 15, 'Stickchecking': 14, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 832}
{'first_name': 'Sami', 'last_name': 'Niku', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 7, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 14, 'Balance': 14, 'Speed': 15, 'Stamina': 14, 'Strength': 14, 'Fighting': 6, 'Screening': 7, 'Getting Open': 13, 'Passing': 15, 'Puck Handling': 15, 'Shooting Accuracy': 8, 'Shooting Range': 16, 'Offensive Read': 15, 'Checking': 13, 'Faceoffs': 6, 'Hitting': 11, 'Positioning': 13, 'Shot Blocking': 13, 'Stickchecking': 14, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 850}
{'first_name': 'Johnny', 'last_name': 'Kovacevic', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 8, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 10, 'Balance': 14, 'Speed': 13, 'Stamina': 12, 'Strength': 15, 'Fighting': 7, 'Screening': 8, 'Getting Open': 12, 'Passing': 14, 'Puck Handling': 15, 'Shooting Accuracy': 6, 'Shooting Range': 15, 'Offensive Read': 13, 'Checking': 14, 'Faceoffs': 6, 'Hitting': 13, 'Positioning': 14, 'Shot Blocking': 13, 'Stickchecking': 15, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 715}
{'first_name': 'Cole', 'last_name': 'Maier', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 10, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 12, 'Balance': 13, 'Speed': 13, 'Stamina': 13, 'Strength': 13, 'Fighting': 7, 'Screening': 13, 'Getting Open': 12, 'Passing': 13, 'Puck Handling': 13, 'Shooting Accuracy': 13, 'Shooting Range': 5, 'Offensive Read': 14, 'Checking': 12, 'Faceoffs': 13, 'Hitting': 11, 'Positioning': 13, 'Shot Blocking': 7, 'Stickchecking': 13, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 590}
{'first_name': 'Hayden', 'last_name': 'Shaw', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 10, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 10, 'Balance': 11, 'Speed': 12, 'Stamina': 14, 'Strength': 11, 'Fighting': 6, 'Screening': 7, 'Getting Open': 10, 'Passing': 13, 'Puck Handling': 15, 'Shooting Accuracy': 9, 'Shooting Range': 15, 'Offensive Read': 12, 'Checking': 11, 'Faceoffs': 5, 'Hitting': 11, 'Positioning': 12, 'Shot Blocking': 12, 'Stickchecking': 13, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 488}
{'first_name': 'Michael', 'last_name': 'Spacek', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 7, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 14, 'Balance': 13, 'Speed': 14, 'Stamina': 13, 'Strength': 13, 'Fighting': 7, 'Screening': 12, 'Getting Open': 13, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 14, 'Shooting Range': 6, 'Offensive Read': 13, 'Checking': 14, 'Faceoffs': 13, 'Hitting': 11, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 13, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 741}
{'first_name': 'Andrei', 'last_name': 'Chibisov', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 9, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 11, 'Balance': 16, 'Speed': 13, 'Stamina': 13, 'Strength': 16, 'Fighting': 9, 'Screening': 16, 'Getting Open': 12, 'Passing': 13, 'Puck Handling': 13, 'Shooting Accuracy': 14, 'Shooting Range': 5, 'Offensive Read': 13, 'Checking': 15, 'Faceoffs': 10, 'Hitting': 16, 'Positioning': 13, 'Shot Blocking': 8, 'Stickchecking': 14, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 866}
{'first_name': 'C.J.', 'last_name': 'Suess', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 6, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 14, 'Balance': 14, 'Speed': 13, 'Stamina': 14, 'Strength': 13, 'Fighting': 7, 'Screening': 13, 'Getting Open': 14, 'Passing': 13, 'Puck Handling': 15, 'Shooting Accuracy': 15, 'Shooting Range': 7, 'Offensive Read': 15, 'Checking': 14, 'Faceoffs': 10, 'Hitting': 13, 'Positioning': 12, 'Shot Blocking': 7, 'Stickchecking': 13, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 743}
{'first_name': 'Joona', 'last_name': 'Luoto', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 7, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 14, 'Balance': 15, 'Speed': 13, 'Stamina': 14, 'Strength': 14, 'Fighting': 7, 'Screening': 14, 'Getting Open': 13, 'Passing': 11, 'Puck Handling': 13, 'Shooting Accuracy': 14, 'Shooting Range': 6, 'Offensive Read': 13, 'Checking': 14, 'Faceoffs': 10, 'Hitting': 14, 'Positioning': 13, 'Shot Blocking': 7, 'Stickchecking': 15, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 788}
{'first_name': 'Logan', 'last_name': 'Stanley', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 12, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 11, 'Balance': 15, 'Speed': 13, 'Stamina': 12, 'Strength': 16, 'Fighting': 11, 'Screening': 10, 'Getting Open': 13, 'Passing': 13, 'Puck Handling': 11, 'Shooting Accuracy': 7, 'Shooting Range': 15, 'Offensive Read': 13, 'Checking': 14, 'Faceoffs': 6, 'Hitting': 16, 'Positioning': 13, 'Shot Blocking': 10, 'Stickchecking': 16, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 800}
{'first_name': 'Jansen', 'last_name': 'Harkins', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 9, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 13, 'Balance': 14, 'Speed': 14, 'Stamina': 13, 'Strength': 14, 'Fighting': 8, 'Screening': 13, 'Getting Open': 12, 'Passing': 15, 'Puck Handling': 14, 'Shooting Accuracy': 14, 'Shooting Range': 6, 'Offensive Read': 14, 'Checking': 12, 'Faceoffs': 12, 'Hitting': 13, 'Positioning': 15, 'Shot Blocking': 8, 'Stickchecking': 13, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 794}
{'first_name': 'Skyler', 'last_name': 'McKenzie', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 8, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 14, 'Balance': 12, 'Speed': 15, 'Stamina': 13, 'Strength': 10, 'Fighting': 7, 'Screening': 10, 'Getting Open': 14, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 14, 'Shooting Range': 7, 'Offensive Read': 14, 'Checking': 12, 'Faceoffs': 11, 'Hitting': 12, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 10, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 665}
{'first_name': 'Luke', 'last_name': 'Green', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 8, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 14, 'Balance': 11, 'Speed': 15, 'Stamina': 13, 'Strength': 12, 'Fighting': 7, 'Screening': 7, 'Getting Open': 13, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 7, 'Shooting Range': 15, 'Offensive Read': 13, 'Checking': 12, 'Faceoffs': 7, 'Hitting': 12, 'Positioning': 14, 'Shot Blocking': 11, 'Stickchecking': 13, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 722}
{'first_name': 'Kristian', 'last_name': 'Reichel', 'Team Name': 'Manitoba', 'Team Nickname': 'Moose', 'Aggression': 10, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 13, 'Balance': 13, 'Speed': 13, 'Stamina': 12, 'Strength': 11, 'Fighting': 6, 'Screening': 13, 'Getting Open': 12, 'Passing': 13, 'Puck Handling': 12, 'Shooting Accuracy': 13, 'Shooting Range': 5, 'Offensive Read': 13, 'Checking': 11, 'Faceoffs': 13, 'Hitting': 10, 'Positioning': 12, 'Shot Blocking': 6, 'Stickchecking': 12, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 535}
